userId,movieId,rating,timestamp,title,genres,tag
222,1227,3.0,1391349701,Once Upon a Time in America (1984),Crime|Drama,
483,2253,3.0,1415579658,Toys (1992),Comedy|Fantasy,
597,2076,4.0,941639968,Blue Velvet (1986),Drama|Mystery|Thriller,
304,474,5.0,891173528,In the Line of Fire (1993),Action|Thriller,
7,4896,4.0,1106636718,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,
414,6807,4.0,1065800029,Monty Python's The Meaning of Life (1983),Comedy,
292,30793,3.5,1265679974,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,
185,4228,2.0,1044311195,Heartbreakers (2001),Comedy|Crime|Romance,
51,919,2.0,1230932502,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,
345,412,4.0,1342828277,"Age of Innocence, The (1993)",Drama,
599,2808,2.5,1498515525,Universal Soldier (1992),Action|Sci-Fi,
292,3639,4.0,1332678608,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,
432,3156,3.0,1335139782,Bicentennial Man (1999),Drama|Romance|Sci-Fi,
410,1635,4.0,990728321,"Ice Storm, The (1997)",Drama,
527,2565,4.0,1033173966,"King and I, The (1956)",Drama|Musical|Romance,
50,107565,1.5,1514240185,"Fuck You, Goethe (Fack Ju Göhte) (2013)",Comedy,
380,88699,4.0,1494636145,Death Race 2 (2010),Action|Sci-Fi|Thriller,
599,7373,3.5,1498798228,Hellboy (2004),Action|Adventure|Fantasy|Horror,
513,920,5.0,1159980400,Gone with the Wind (1939),Drama|Romance|War,
116,2716,3.5,1337199899,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,
274,6016,4.0,1171408923,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,
305,8640,4.0,1460366151,King Arthur (2004),Action|Adventure|Drama|War,
381,2018,2.5,1167543551,Bambi (1942),Animation|Children|Drama,
336,47,4.5,1122227343,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,
14,593,4.0,835441086,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,
554,899,5.0,944900147,Singin' in the Rain (1952),Comedy|Musical|Romance,
331,45517,2.5,1537158265,Cars (2006),Animation|Children|Comedy,
495,134130,5.0,1458634616,The Martian (2015),Adventure|Drama|Sci-Fi,
10,41285,2.5,1455301854,Match Point (2005),Crime|Drama|Romance,
414,4878,5.0,1016634298,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,
76,7254,3.0,1439165863,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,
577,88,3.0,945968259,Black Sheep (1996),Comedy,
43,711,5.0,848994814,Flipper (1996),Adventure|Children,
305,54286,4.0,1460135616,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,
418,8368,5.0,1461867969,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,
80,103688,4.0,1377309232,"Conjuring, The (2013)",Horror|Thriller,
610,59315,4.0,1493844870,Iron Man (2008),Action|Adventure|Sci-Fi,
273,34,4.0,835860782,Babe (1995),Children|Drama,
287,5804,0.5,1110230329,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,
475,2115,5.0,1498031761,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,
274,158,3.5,1171943771,Casper (1995),Adventure|Children,
603,1674,4.0,953927759,Witness (1985),Drama|Romance|Thriller,
28,2701,1.5,1234516443,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,
84,154,3.0,858771818,Beauty of the Day (Belle de jour) (1967),Drama,
480,2581,1.5,1179159569,Never Been Kissed (1999),Comedy|Romance,
500,1188,1.0,1005528065,Strictly Ballroom (1992),Comedy|Romance,
96,1296,5.0,964774041,"Room with a View, A (1986)",Drama|Romance,
387,3168,4.0,1117356101,Easy Rider (1969),Adventure|Drama,
57,2355,4.0,965796062,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,
298,2572,2.5,1476632985,10 Things I Hate About You (1999),Comedy|Romance,
171,780,4.0,866904157,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,
451,1073,4.0,854089331,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,
15,8644,3.5,1510572823,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,
365,113604,2.0,1489796770,If I Stay (2014),Drama,
104,8796,3.5,1090595771,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,
525,5064,4.0,1476476910,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,
42,2100,4.0,996258715,Splash (1984),Comedy|Fantasy|Romance,
560,33493,4.0,1469648832,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,
47,3844,4.0,1496206137,Steel Magnolias (1989),Drama,
354,33166,4.5,1200870924,Crash (2004),Crime|Drama,
391,1256,5.0,1032388098,Duck Soup (1933),Comedy|Musical|War,
62,110,4.5,1521822303,Braveheart (1995),Action|Drama|War,Medieval
274,6659,4.0,1171786401,Tremors (1990),Comedy|Horror|Sci-Fi,
413,4890,5.0,1484440124,Shallow Hal (2001),Comedy|Fantasy|Romance,
456,733,5.0,856883349,"Rock, The (1996)",Action|Adventure|Thriller,
474,1956,3.0,983034108,Ordinary People (1980),Drama,
156,3408,4.5,1106855340,Erin Brockovich (2000),Drama,
50,85796,2.0,1514239988,Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller,
373,198,4.0,846830503,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,
339,41569,3.5,1460185292,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,
419,319,5.0,1350344659,Shallow Grave (1994),Comedy|Drama|Thriller,
438,1608,3.5,1105670461,Air Force One (1997),Action|Thriller,
305,112852,4.5,1460136524,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,
132,39183,3.5,1329984094,Brokeback Mountain (2005),Drama|Romance,
380,86880,5.0,1493420789,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,
19,19,2.0,965708339,Ace Ventura: When Nature Calls (1995),Comedy,
391,2734,3.0,1030825299,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,
590,8491,4.0,1264193605,White Heat (1949),Crime|Drama|Film-Noir,
577,377,3.0,945967371,Speed (1994),Action|Romance|Thriller,
483,914,4.0,1215895901,My Fair Lady (1964),Comedy|Drama|Musical|Romance,
288,1222,3.0,976138178,Full Metal Jacket (1987),Drama|War,
610,89118,4.5,1493848197,"Skin I Live In, The (La piel que habito) (2011)",Drama,
249,34319,3.5,1347318731,"Island, The (2005)",Action|Sci-Fi|Thriller,
462,5617,3.5,1123893787,Secretary (2002),Comedy|Drama|Romance,
599,98799,2.5,1519353931,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|Comedy,
606,4359,4.0,1349082709,"Seven Year Itch, The (1955)",Comedy,
190,6016,5.0,1504310109,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,
298,63082,1.0,1447558918,Slumdog Millionaire (2008),Crime|Drama|Romance,
29,1222,4.0,1308084128,Full Metal Jacket (1987),Drama|War,
95,1381,2.0,1043339908,Grease 2 (1982),Comedy|Musical|Romance,
493,2985,4.0,1001562873,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,
8,110,3.0,839463527,Braveheart (1995),Action|Drama|War,
51,7147,4.0,1230931793,Big Fish (2003),Drama|Fantasy|Romance,
66,762,2.5,1099187133,Striptease (1996),Comedy|Crime,
610,5294,4.0,1493847524,Frailty (2001),Crime|Drama|Thriller,
469,1562,2.0,965335097,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,
154,98243,5.0,1486297248,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,
265,1682,4.0,965318191,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,
140,1234,5.0,942841170,"Sting, The (1973)",Comedy|Crime,
125,115617,4.0,1474570310,Big Hero 6 (2014),Action|Animation|Comedy,
64,6155,0.5,1161620669,How to Lose a Guy in 10 Days (2003),Comedy|Romance,
6,340,4.0,845555265,"War, The (1994)",Adventure|Drama|War,
89,167772,1.5,1520408904,The Spirit of Christmas (1995),Animation|Comedy,
336,2959,4.5,1122227531,Fight Club (1999),Action|Crime|Drama|Thriller,
66,6754,4.5,1113190465,Underworld (2003),Action|Fantasy|Horror,
380,111360,3.0,1508109670,Lucy (2014),Action|Sci-Fi,
419,3354,2.0,1322305216,Mission to Mars (2000),Sci-Fi,
301,5989,4.0,1211378412,Catch Me If You Can (2002),Crime|Drama,
57,2088,1.0,965798432,Popeye (1980),Adventure|Comedy|Musical,
387,27592,3.0,1144558106,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,
610,8526,3.0,1479542323,Around the World in 80 Days (2004),Adventure|Children|Comedy,
118,1196,4.0,944924329,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,
365,91323,3.5,1488673344,"Sitter, The (2011)",Comedy,
606,4489,2.5,1173829744,Coming to America (1988),Comedy|Romance,
356,1036,3.0,1232430070,Die Hard (1988),Action|Crime|Thriller,
514,58998,3.5,1533954064,Forgetting Sarah Marshall (2008),Comedy|Romance,
438,3270,3.5,1105911833,"Cutting Edge, The (1992)",Comedy|Drama|Romance,
318,608,4.0,1414694177,Fargo (1996),Comedy|Crime|Drama|Thriller,
387,7132,4.0,1154579289,"Night at the Opera, A (1935)",Comedy|Musical|Romance,
365,59315,3.5,1488333564,Iron Man (2008),Action|Adventure|Sci-Fi,
64,4865,4.0,1161565942,From Hell (2001),Crime|Horror|Mystery|Thriller,
42,1339,3.0,996220248,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,
282,1220,4.0,1378495314,"Blues Brothers, The (1980)",Action|Comedy|Musical,
572,1235,5.0,945892463,Harold and Maude (1971),Comedy|Drama|Romance,
509,54780,3.0,1435998294,"Nanny Diaries, The (2007)",Comedy|Drama|Romance,
305,48385,5.0,1460221977,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,
182,3752,3.0,1055156029,"Me, Myself & Irene (2000)",Adventure|Comedy,
382,3991,2.0,1515161308,102 Dalmatians (2000),Children|Comedy,
294,1562,2.0,966597791,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,
61,1917,3.0,1145531574,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,
380,88129,5.0,1493420733,Drive (2011),Crime|Drama|Film-Noir|Thriller,
200,1073,4.0,1229886286,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,
387,5291,3.5,1174198365,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,
599,2959,5.0,1498456882,Fight Club (1999),Action|Crime|Drama|Thriller,postmodern
84,474,4.0,857653756,In the Line of Fire (1993),Action|Thriller,
307,4771,1.5,1186258097,Hardball (2001),Drama,
603,296,5.0,953925131,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,
606,6974,2.5,1171815225,"Freshman, The (1990)",Comedy|Crime,
232,52604,3.5,1180747392,Fracture (2007),Crime|Drama|Mystery|Thriller,
275,3429,5.0,1049076508,Creature Comforts (1989),Animation|Comedy,
152,72226,4.5,1450867852,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,
298,115149,3.0,1450452560,John Wick (2014),Action|Thriller,
524,586,3.0,851609037,Home Alone (1990),Children|Comedy,
204,27368,4.5,1327181441,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy,
247,858,4.0,1467643901,"Godfather, The (1972)",Crime|Drama,
480,2318,1.5,1179162097,Happiness (1998),Comedy|Drama,
197,541,5.0,947461866,Blade Runner (1982),Action|Sci-Fi|Thriller,
599,34405,3.5,1498500262,Serenity (2005),Action|Adventure|Sci-Fi,
198,1921,2.0,1034138176,Pi (1998),Drama|Sci-Fi|Thriller,
173,316,3.0,843397907,Stargate (1994),Action|Adventure|Sci-Fi,
302,383,3.0,854473322,Wyatt Earp (1994),Western,
347,454,3.0,847645719,"Firm, The (1993)",Drama|Thriller,
522,480,3.5,1253344659,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,
105,3948,3.5,1446749731,Meet the Parents (2000),Comedy,
453,861,5.0,1005968135,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,
119,95105,4.0,1439059096,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,
414,8636,4.5,1089043931,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,
221,27834,4.5,1121365434,"Return, The (Vozvrashcheniye) (2003)",Drama,
414,1023,4.0,961519060,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,
318,8873,4.0,1263755785,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,
232,8917,3.5,1206995859,Team America: World Police (2004),Action|Adventure|Animation|Comedy,
387,1103,4.0,1117431118,Rebel Without a Cause (1955),Drama,
332,2617,4.0,1352672806,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,
325,3608,3.0,1039399596,Pee-wee's Big Adventure (1985),Adventure|Comedy,
140,2490,4.0,951163625,Payback (1999),Action|Thriller,
44,1393,4.0,869252438,Jerry Maguire (1996),Drama|Romance,
466,54503,3.5,1439915501,Superbad (2007),Comedy,
217,2000,4.0,955942953,Lethal Weapon (1987),Action|Comedy|Crime|Drama,
141,56174,3.5,1513130493,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,
597,2471,2.0,941641222,Crocodile Dundee II (1988),Action|Adventure|Comedy,
489,5388,2.0,1333022339,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,
288,8908,4.0,1136924320,Ladder 49 (2004),Action|Drama|Thriller,
334,356,4.0,1225478059,Forrest Gump (1994),Comedy|Drama|Romance|War,
187,47,4.0,1161850486,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,
68,6709,3.0,1158535202,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,
332,5903,3.5,1352673114,Equilibrium (2002),Action|Sci-Fi|Thriller,
305,54997,3.5,1520520727,3:10 to Yuma (2007),Action|Crime|Drama|Western,
177,216,2.0,1435534883,Billy Madison (1995),Comedy,
305,1266,4.0,1460135347,Unforgiven (1992),Drama|Western,
294,2296,1.0,966597190,"Night at the Roxbury, A (1998)",Comedy,
28,53322,1.5,1242290446,Ocean's Thirteen (2007),Crime|Thriller,
177,38038,3.0,1435524922,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,
66,551,3.5,1093747809,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,
322,2959,4.0,1217676354,Fight Club (1999),Action|Crime|Drama|Thriller,
50,1968,2.5,1527371986,"Breakfast Club, The (1985)",Comedy|Drama,
202,194,3.0,975013040,Smoke (1995),Comedy|Drama,
447,383,5.0,836962100,Wyatt Earp (1994),Western,
474,7217,4.0,1137521618,Dark Passage (1947),Crime|Drama|Film-Noir|Romance|Thriller,amnesia
479,524,5.0,1039362482,Rudy (1993),Drama,
469,1275,5.0,965334076,Highlander (1986),Action|Adventure|Fantasy,
483,56174,3.0,1307314069,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,
474,27912,3.0,1112040660,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary,
127,1962,3.0,1263527180,Driving Miss Daisy (1989),Drama,
39,1089,5.0,974788071,Reservoir Dogs (1992),Crime|Mystery|Thriller,
105,92535,4.5,1526207715,Louis C.K.: Live at the Beacon Theater (2011),Comedy,
105,147326,5.0,1526207948,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),Crime|Mystery,
280,50442,4.0,1348435014,Alpha Dog (2007),Crime|Drama,
318,165,3.5,1256504427,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,
555,1976,3.0,978744919,Friday the 13th Part 3: 3D (1982),Horror,
364,1210,3.0,869443773,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,
156,3039,2.0,946799537,Trading Places (1983),Comedy,
555,555,3.0,978840692,True Romance (1993),Crime|Thriller,
607,3175,2.0,963171262,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,
380,163,5.0,1493420576,Desperado (1995),Action|Romance|Western,
466,6539,4.0,1439915237,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,
105,100302,3.0,1447563420,Upside Down (2012),Drama|Romance|Sci-Fi,
414,3146,3.0,962202392,Deuce Bigalow: Male Gigolo (1999),Comedy,
34,110,0.5,1162049056,Braveheart (1995),Action|Drama|War,
72,2329,4.5,1217324969,American History X (1998),Crime|Drama,
327,44972,5.0,1234789626,Scary Movie 4 (2006),Comedy|Horror,
448,4718,3.0,1178981442,American Pie 2 (2001),Comedy,
292,2716,4.0,1015374873,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,
219,5445,3.5,1194740102,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,
312,1991,3.0,1043176272,Child's Play (1988),Horror|Thriller,
425,2081,2.5,1085490670,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,
305,83134,5.0,1518811444,Tucker & Dale vs Evil (2010),Comedy|Horror,black comedy
151,852,4.0,855947434,Tin Cup (1996),Comedy|Drama|Romance,
414,1952,4.0,961516776,Midnight Cowboy (1969),Drama,
414,122,2.0,961438911,Boomerang (1992),Comedy|Romance,
577,1198,4.0,945965283,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,
608,1221,4.5,1117503038,"Godfather: Part II, The (1974)",Crime|Drama,
344,2012,5.0,1420496566,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,
548,2571,5.0,1488243190,"Matrix, The (1999)",Action|Sci-Fi|Thriller,
590,3979,1.0,1258420084,Little Nicky (2000),Comedy,
167,33794,5.0,1154719082,Batman Begins (2005),Action|Crime|IMAX,
141,8529,4.0,1513132213,"Terminal, The (2004)",Comedy|Drama|Romance,
372,556,3.0,874416493,"War Room, The (1993)",Documentary,
414,380,4.0,961438476,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,
91,678,3.0,1112712982,Some Folks Call It a Sling Blade (1993),Drama|Thriller,
552,2115,3.5,1112151110,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,
202,2403,3.0,974919016,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,
380,7143,4.0,1493419984,"Last Samurai, The (2003)",Action|Adventure|Drama|War,
64,27773,5.0,1161529930,Old Boy (2003),Mystery|Thriller,
202,2944,4.0,974918508,"Dirty Dozen, The (1967)",Action|Drama|War,
314,141,3.0,834398472,"Birdcage, The (1996)",Comedy,
288,3424,3.0,978471262,Do the Right Thing (1989),Drama,
382,2376,3.0,1515172772,"View to a Kill, A (1985)",Action|Adventure|Thriller,
234,2421,2.0,1004408603,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,
150,1073,3.0,854203163,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,
578,45720,4.5,1300996651,"Devil Wears Prada, The (2006)",Comedy|Drama,
573,2571,5.0,1186589585,"Matrix, The (1999)",Action|Sci-Fi|Thriller,
74,3083,5.0,1207500457,All About My Mother (Todo sobre mi madre) (1999),Drama,
599,104,2.5,1498516461,Happy Gilmore (1996),Comedy,
21,69844,4.0,1412967862,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,
